Bintulu, Malaysia,                   113.04,   3.17,        8,   23.1, 29.5, 23.3, 29.8, 23.5, 30.4, 23.7, 31.2, 23.8, 31.6, 23.5, 31.7, 23.2, 31.4, 23.3, 31.4, 23.3, 31.0, 23.4, 30.9, 23.2, 30.6, 23.2, 30.2,142.1, 151.0, 178.1, 192.9, 204.3, 201.3, 203.5, 186.7, 171.2, 171.2, 164.8, 163.6
Kluang, Malaysia,                    103.32,   2.03,       46,   22.4, 29.8, 22.6, 31.7, 23.2, 33.2, 23.6, 33.1, 23.7, 32.7, 24.1, 32.5, 24.5, 32.2, 24.3, 30.2, 23.8, 29.7, 23.4, 29.4, 23.1, 28.9, 22.7, 28.4,185.0, 194.8, 205.6, 198.2, 206.8, 198.6, 194.0, 201.7, 188.4, 163.8, 161.5, 161.2
Kota Bharu, Malaysia,                102.25,   6.12,       10,   22.5, 29.0, 22.7, 29.9, 23.1, 31.1, 23.8, 32.4, 24.2, 32.7, 23.8, 32.3, 23.4, 31.9, 23.4, 31.8, 23.3, 31.5, 23.4, 30.8, 22.9, 29.4, 22.7, 28.6,212.4, 227.4, 259.2, 266.2, 240.8, 210.5, 223.1, 214.1, 201.4, 184.9, 141.9, 148.3
Kuala Lumpur, Malaysia,              101.69,   3.14,       63,    22,   32,   22,   33,   23,   33,   23,   33,   23,   33,   23,   33,   22,   32,   23,   32,   22,   32,   23,   32,   23,   32,   22,   32,   186,   222,   195,   189,   189,   198,   195,   189,   168,   159,   147,   162
Kuala Terengganu, Malaysia,          103.18,   5.33,       15,   22.2, 28.3, 21.7, 29.4, 22.8, 30.6, 22.8, 31.7, 23.3, 32.2, 22.8, 31.7, 22.8, 31.7, 22.8, 31.7, 22.8, 31.1, 22.8, 30.6, 22.8, 29.4, 22.2, 28.3,  180,   203,   260,   246,   226,   192,   217,   211,   201,   180,   144,   152
Kuantan, Malaysia,                   103.33,   3.82,       22,   22.4, 29.6, 22.5, 31.0, 23.2, 31.9, 23.8, 33.0, 24.0, 33.4, 23.7, 33.1, 23.4, 32.7, 23.4, 32.8, 23.3, 32.6, 23.3, 32.3, 23.2, 30.8, 22.8, 29.4,  140,   171,   176,   180,   174,   170,   170,   174,   172,   160,   135,   119
Melaka City, Malaysia,               102.25,   2.19,        6,    23,   31,   23,   33,   23,   33,   23,   32,   23,   32,   23,   31,   23,   31,   23,   31,   23,   31,   23,   31,   23,   31,   23,   31,   193,   203,   215,   208,   211,   194,   201,   191,   172,   180,   157,   167
Sandakan, Malaysia,                  118.12,   5.84,       10,   23.3, 29.2, 23.3, 29.5, 23.5, 30.5, 23.7, 31.6, 23.7, 32.5, 23.4, 32.2, 22.1, 32.2, 23.1, 32.3, 22.6, 31.5, 23.2, 31.6, 23.3, 30.7, 23.4, 29.8,155.6, 160.9, 217.5, 247.0, 248.9, 206.9, 220.9, 221.5, 194.9, 190.7, 174.5, 159.9
Penang, Malaysia,                    100.33,   5.42,       14,   23.2, 31.6, 23.5, 32.2, 23.7, 32.2, 24.1, 31.9, 24.2, 31.6, 23.8, 31.4, 23.4, 31.0, 23.4, 30.9, 23.2, 30.4, 23.3, 30.4, 23.3, 30.7, 23.4, 31.1,248.8, 233.2, 235.3, 224.5, 203.6, 202.4, 205.5, 188.8, 161.0, 170.2, 182.1, 209.0
Sibu, Malaysia,                      111.83,   2.29,       10,   23.0, 30.8, 23.0, 31.4, 23.2, 32.2, 23.4, 32.7, 23.5, 32.9, 23.3, 32.8, 22.9, 32.7, 23.0, 32.8, 23.0, 32.2, 23.0, 32.1, 23.1, 31.9, 23.1, 31.3,  133,   132,   152,   175,   190,   183,   198,   176,   145,   163,   162,   149
Malé, Maldives,                       73.51,   4.18,        2,    26,   30,   26,   31,   26,   31,   27,   32,   26,   31,   26,   31,   26,   31,   26,   30,   25,   30,   25,   30,   25,   30,   25,   30,   248,   258,   280,   247,   223,   202,   227,   212,   200,   235,   226,   221
Ulaanbaatar, Mongolia,               106.91,  47.89,     1350,   -26,  -16,  -22,  -10,  -14,   -1,   -4,   10,    3,   18,   10,   23,   13,   25,   11,   22,    4,   17,   -5,    8,  -16,   -5,  -23,  -14,   176,   205,   265,   263,   299,   269,   249,   258,   246,   228,   177,   156
Mandalay, Myanmar,                    96.09,  21.96,       22,    13,   29,   15,   32,   20,   36,   24,   38,   26,   37,   26,   34,   26,   34,   25,   32,   25,   33,   24,   32,   19,   30,   15,   28,   309,   280,   301,   291,   267,   208,   182,   168,   215,   223,   269,   278
Yangon, Myanmar,                      96.20,  16.87,       59,    18,   32,   19,   35,   22,   36,   24,   37,   25,   33,   25,   30,   24,   30,   24,   30,   24,   30,   24,   32,   22,   32,   19,   32,   300,   272,   290,   292,   181,    80,    77,    92,    97,   203,   280,   288
Kathmandu, Nepal,                     85.32,  27.72,     1400,     2,   19,    5,   21,    8,   25,   12,   28,   16,   29,   19,   29,   20,   28,   20,   29,   19,   28,   13,   27,    8,   24,    4,   20,   223,   254,   260,   231,   229,   186,   136,   159,   132,   252,   244,   250
Pyongyang, North Korea,              125.76,  39.04,       38,   -11,   -1,   -8,    2,   -2,    9,    5,   17,   11,   23,   17,   27,   21,   29,   21,   29,   14,   25,    7,   18,    0,    9,   -7,    2,   184,   197,   231,   237,   263,   229,   181,   204,   222,   214,   165,   165
Muscat, Oman,                         58.41,  23.59,       18,  17.3, 25.5, 17.6, 26.1, 20.7, 29.8, 24.7, 34.7, 29.1, 39.5, 30.6, 40.4, 30.4, 38.6, 28.4, 36.2, 27.5, 36.3, 24.9, 35.0, 20.9, 30.5, 18.9, 27.1, 268.6, 244.8, 278.3, 292.5, 347.4, 325.7, 277.7, 278.6, 303.9, 316.9, 291.9, 267.0
Salalah, Oman,                        54.11,  17.02,       25,  17.9, 27.5, 19.2, 27.9, 21.0, 29.9, 23.4, 31.7, 25.6, 32.4, 26.5, 31.8, 24.2, 28.4, 23.1, 27.3, 23.4, 29.0, 21.6, 30.5, 20.4, 30.8, 18.8, 28.7, 289.6, 256.8, 297.6, 308.3, 335.1, 199.5,  43.9,  42.4, 188.0, 314.7, 304.7, 296.8
Islamabad, Pakistan,                  73.09,  33.73,      555,     3,   18,    5,   19,   10,   24,   15,   30,   20,   35,   24,   39,   24,   35,   24,   33,   21,   34,   14,   31,    8,   25,    3,   20,   196,   187,   202,   252,   312,   300,   264,   251,   262,   276,   248,   196
Karachi, Pakistan,                    67.01,  24.86,        8,    10,   26,   13,   28,   18,   32,   22,   34,   26,   35,   28,   35,   27,   33,   26,   32,   25,   33,   21,   35,   16,   32,   12,   27,   271,   249,   272,   277,   299,   232,   155,   148,   219,   284,   273,   272
Lahore, Pakistan,                     74.36,  31.55,      217,     6,   20,    9,   22,   14,   27,   20,   34,   24,   39,   27,   40,   27,   36,   26,   35,   24,   35,   18,   33,   12,   27,    7,   22,   219,   215,   246,   277,   308,   269,   228,   235,   266,   290,   260,   223
Multan, Pakistan,                     71.47,  30.20,      122,     5,   21,    8,   23,   14,   29,   20,   36,   24,   40,   29,   42,   29,   39,   28,   38,   25,   37,   18,   35,   11,   29,    6,   23,   222,   212,   251,   273,   294,   267,   265,   278,   278,   275,   255,   229
Quetta, Pakistan,                     66.98,  30.18,     1680,  -3.4, 10.8, -0.9, 12.9,  3.4, 18.7,  8.3, 24.8, 11.5, 30.4, 15.9, 35.3, 19.9, 35.9, 17.9, 34.8, 10.9, 31.4,  3.8, 25.5, -0.9, 19.2, -3.2, 13.3, 220.1, 209.1, 232.5, 273.0, 334.8, 327.0, 313.1, 313.1, 294.0, 306.9, 279.0, 238.7
Mandaluyong, Philippines,            121.04,  14.58,       32,  21.3, 29.7, 21.4, 30.5, 22.4, 32.1, 23.8, 33.7, 24.7, 33.8, 24.5, 32.3, 24.1, 31.1, 24.0, 30.6, 23.8, 30.7, 23.5, 30.9, 23.0, 30.4, 22.1, 29.7, 176.7, 197.8, 225.8, 258.0, 222.7, 162.0, 132.8, 132.8, 132.0, 157.6, 153.0, 151.9
Manila, Philippines,                 120.98,  14.60,        4,    22,   30,   22,   30,   24,   32,   25,   33,   26,   34,   25,   32,   25,   31,   25,   31,   24,   31,   24,   31,   24,   31,   23,   30,   171,   210,   219,   258,   216,   162,   129,   129,   132,   153,   153,   147
Doha, Qatar,                          51.53,  25.29,       10,    14,   22,   14,   23,   17,   27,   21,   33,   26,   39,   29,   42,   30,   42,   30,   41,   28,   39,   25,   35,   20,   30,   16,   24,   245,   224,   242,   273,   326,   342,   326,   329,   306,   304,   276,   242
Hsinchu, Republic of China,          120.97,  24.81,       22,    13,   19,   13,   19,   15,   21,   19,   25,   22,   29,   24,   31,   26,   33,   26,   33,   24,   31,   22,   28,   19,   25,   15,   21,    98,    85,    85,   103,   137,   185,   231,   206,   207,   191,   150,   128
Hualien, Republic of China,          121.61,  23.99,       13,    15,   21,   16,   22,   18,   23,   20,   26,   22,   29,   24,   30,   25,   32,   25,   32,   24,   30,   22,   28,   20,   25,   17,   23,    70,    60,    80,    97,   114,   165,   240,   217,   163,   118,    83,    72
Kaohsiung, Republic of China,        120.30,  22.63,        9,    16,   24,   17,   25,   19,   27,   22,   29,   25,   31,   26,   32,   26,   32,   26,   32,   26,   32,   24,   30,   21,   28,   17,   25,   175,   166,   187,   189,   199,   200,   221,   194,   176,   182,   162,   162
Penghu, Republic of China,           120.71,  22.62,       11,    15,   19,   15,   20,   17,   22,   21,   26,   24,   29,   26,   31,   27,   32,   27,   32,   26,   31,   24,   28,   21,   25,   17,   21,   112,    95,   125,   149,   179,   200,   265,   240,   214,   190,   139,   123
Taichung, Republic of China,         120.67,  24.15,       91,    13,   22,   14,   22,   16,   25,   20,   28,   23,   30,   24,   32,   25,   33,   25,   33,   24,   32,   22,   30,   18,   27,   14,   24,   173,   135,   156,   153,   155,   170,   211,   192,   193,   201,   171,   176
Tainan, Republic of China,           120.23,  23.00,       26,    14,   23,   15,   24,   18,   26,   21,   29,   24,   31,   26,   32,   26,   33,   26,   33,   25,   32,   23,   31,   20,   28,   16,   24,   179,   158,   179,   173,   187,   182,   211,   189,   179,   196,   173,   175
Taipei, Republic of China,           121.57,  25.03,        7,    14,   18,   14,   19,   15,   21,   19,   25,   21,   28,   24,   31,   26,   33,   26,   33,   24,   30,   22,   27,   19,   24,   15,   20,    83,    75,    90,   113,   135,   165,   218,   210,   188,   135,   105,    90
Abha, Saudi Arabia,                   42.51,  18.25,     2270,     8,   20,    9,   21,   11,   23,   13,   25,   15,   29,   17,   31,   17,   31,   17,   31,   15,   30,   12,   26,    9,   23,    7,   21,   267,   266,   295,   282,   288,   276,   233,   239,   273,   291,   273,   267
Jeddah, Saudi Arabia,                 39.24,  21.29,       12,    20,   29,   20,   30,   21,   32,   22,   35,   24,   37,   25,   38,   27,   39,   28,   39,   26,   38,   24,   37,   22,   34,   21,   31,   270,   330,   330,   330,   390,   360,   360,   330,   330,   330,   300,   270
Mecca, Saudi Arabia,                  39.86,  21.39,      277,    19,   31,   19,   32,   21,   35,   25,   39,   28,   42,   29,   44,   29,   43,   30,   43,   29,   43,   26,   40,   23,   35,   20,   32,   260,   246,   282,   282,   304,   321,   313,   298,   282,   300,   264,   248
Medina, Saudi Arabia,                 39.57,  24.52,      608,    12,   24,   13,   27,   17,   31,   21,   35,   26,   40,   28,   43,   29,   43,   30,   44,   28,   42,   23,   37,   18,   31,   14,   26,   240,   270,   270,   300,   330,   360,   360,   330,   330,   300,   240,   240
Riyadh, Saudi Arabia,                 46.68,  24.71,      600,     3,   28,    4,   30,    8,   35,   12,   38,   18,   42,   21,   44,   23,   45,   24,   45,   19,   43,   14,   38,    9,   33,    3,   28,   210,   240,   210,   240,   270,   330,   330,   300,   270,   300,   270,   210
Busan, South Korea,                  129.08,  35.18,        2,    -1,    8,    1,   10,    5,   13,   10,   18,   14,   22,   18,   24,   22,   27,   23,   29,   20,   26,   14,   22,    8,   16,    2,   11,   199,   183,   193,   210,   221,   180,   166,   201,   167,   209,   194,   204
Daegu, South Korea,                  128.60,  35.87,       45,    -4,    6,   -2,    8,    3,   14,    8,   21,   14,   25,   18,   28,   22,   30,   23,   31,   18,   27,   11,   22,    4,   15,   -2,    8,   194,   185,   203,   220,   230,   184,   151,   165,   161,   203,   180,   190
Daejeon, South Korea,                127.38,  36.35,       71,    -5,    4,   -4,    7,    1,   13,    7,   19,   13,   24,   18,   28,   22,   29,   22,   30,   17,   26,    9,   21,    3,   13,   -3,    6,   163,   172,   200,   212,   224,   181,   140,   158,   168,   196,   162,   163
Gwangju, South Korea,                126.85,  35.16,       47,    -3,    5,   -2,    8,    2,   13,    8,   20,   13,   24,   18,   28,   23,   30,   23,   31,   18,   27,   11,   22,    5,   15,   -1,    8,   160,   165,   192,   213,   223,   169,   145,   173,   172,   205,   164,   156
Jeju, South Korea,                   126.53,  33.50,       19,     3,    8,    4,    9,    6,   13,   10,   18,   14,   22,   19,   25,   23,   29,   24,   30,   20,   26,   15,   21,   10,   16,    5,   11,    70,   105,   159,   194,   212,   171,   196,   196,   162,   179,   126,    85
Seoul, South Korea,                  126.98,  37.57,       47,    -7,    0,   -3,    0,    1,    9,    7,   17,   13,   22,   17,   27,   20,   28,   21,   29,   16,   25,    9,   18,    2,   10,   -2,    3,   173,   195,   203,   225,   248,   210,   173,   195,   210,   225,   180,   188
Suwon, South Korea,                  127.01,  37.28,       49,   -6.6,  2.8, -4.5,  5.6,  0.6, 11.3,  6.4, 18.2, 12.3, 23.6, 17.9, 27.5, 22.1, 29.3, 22.7, 30.3, 17.1, 26.4,  9.4, 20.4,  2.4, 12.5, -4.2,  4.9,174.3, 178.7, 205.7, 214.5, 229.7, 195.0, 138.2, 168.7, 184.6, 208.9, 162.5, 166.2
Colombo, Sri Lanka,                   79.86,   6.93,        1,    22,   31,   23,   31,   24,   32,   25,   32,   26,   31,   26,   30,   25,   30,   25,   30,   25,   30,   24,   30,   23,   30,   23,   30,   248,   246,   276,   234,   202,   195,   202,   202,   189,   202,   210,   217
Aleppo, Syria,                        37.13,  36.20,      379,     2,   10,    2,   13,    5,   17,    9,   23,   14,   29,   18,   34,   21,   36,   21,   36,   17,   33,   12,   27,    6,   17,    3,   12,   121,   140,   198,   243,   319,   366,   388,   366,   303,   245,   186,   127
Damascus, Syria,                      36.28,  33.51,      680,     1,   13,    2,   15,    4,   19,    8,   25,   11,   30,   15,   35,   18,   37,   18,   37,   14,   34,   10,   28,    5,   20,    2,   14,   164,   182,   226,   249,   322,   357,   366,   353,   306,   267,   207,   164
Dushanbe, Tajikistan,                 68.79,  38.56,      706,    -2,    8,    0,   10,    4,   15,    9,   22,   13,   27,   17,   33,   18,   36,   16,   34,   11,   31,    7,   24,    4,   17,    1,   11,   120,   121,   156,   198,   281,   337,   352,   338,   289,   224,   164,   119
Bangkok, Thailand,                   100.50,  13.76,        2,    20,   31,   22,   32,   24,   33,   25,   35,   25,   33,   24,   32,   24,   32,   24,   32,   24,   31,   24,   31,   22,   30,   25,   30,   264,   267,   261,   258,   210,   177,   165,   156,   156,   192,   234,   255
Chiang Mai, Thailand,                 98.98,  18.71,      310,    15,   30,   16,   33,   20,   35,   23,   37,   24,   34,   24,   33,   24,   32,   24,   32,   23,   32,   22,   31,   19,   30,   16,   29,   273,   257,   295,   279,   198,   156,   121,   118,   144,   202,   216,   254
Khon Kaen, Thailand,                 102.82,  16.43,      187,   16.2, 30.3, 19.3, 32.7, 22.3, 35.2, 24.5, 36.4, 24.8, 34.5, 24.8, 33.2, 24.4, 32.7, 24.2, 32.0, 23.7, 31.6, 22.5, 31.4, 19.6, 30.7, 16.4, 29.7,279.0, 248.6, 251.1, 252.0, 238.7, 180.0, 182.9, 164.3, 171.0, 232.5, 255.0, 266.6
Phuket, Thailand,                     98.39,   7.88,       10,    22,   32,   23,   33,   23,   34,   24,   33,   25,   32,   25,   32,   25,   31,   25,   31,   24,   30,   24,   31,   23,   31,   23,   31,   286,   272,   282,   248,   189,   140,   173,   174,   143,   180,   197,   244
Adana, Türkiye,                       35.33,  36.99,       23,    5.6, 15.0,  6.3, 16.6,  8.9, 19.9, 12.4, 24.1, 16.6, 28.4, 20.8, 31.7, 24.3, 33.9, 24.7, 34.9, 21.4, 33.2, 16.9, 29.5, 11.0, 22.6,  7.3, 16.8,139.5, 149.7, 186.0, 213.0, 282.1, 318.0, 334.8, 322.4, 270.0, 229.4, 177.0, 136.4
Ankara, Türkiye,                      32.86,  39.93,      938,   -2.2,  4.7, -1.2,  7.4,  1.9, 12.2,  6.0, 17.5, 10.5, 22.8, 14.1, 27.3, 17.2, 31.0, 17.4, 31.0, 13.1, 26.5,  8.4, 20.3,  2.7, 13.0, -0.3,  6.7, 68.2, 101.7, 148.8, 189.0, 238.7, 279.0, 328.6, 316.2, 264.0, 195.3, 129.0,  74.4
Antalya, Türkiye,                     30.71,  36.90,       30,    5.9, 15.0,  6.5, 15.9,  8.3, 18.4, 11.3, 21.8, 15.7, 26.4, 20.1, 31.6, 23.4, 34.9, 23.7, 34.9, 20.1, 31.7, 15.9, 27.3, 10.7, 21.6,  7.5, 16.7,151.9, 161.0, 201.5, 231.0, 291.4, 330.0, 344.1, 325.5, 273.0, 232.5, 177.0, 145.7
Balıkesir, Türkiye,                   27.89,  39.65,       70,    1.1,  8.8,  1.5, 10.4,  3.1, 13.2,  7.4, 19.1, 12.1, 24.2, 16.1, 29.3, 18.4, 30.8, 18.9, 31.1, 14.5, 28.0, 11.0, 22.7,  5.4, 15.0,  3.1,  9.9, 93.0, 101.7, 136.4, 171.0, 223.2, 276.0, 294.5, 279.0, 234.0, 161.2, 105.0,  52.7
Batman, Türkiye,                      41.13,  37.89,      540,   -1.0,  8.0,  0.2, 10.9,  3.8, 16.2,  7.8, 21.8, 11.6, 27.8, 16.4, 35.3, 20.8, 39.7, 20.4, 39.6, 15.6, 34.5, 10.8, 27.0,  4.2, 17.0,  0.5,  9.6, 99.2, 130.0, 170.5, 219.0, 279.0, 348.0, 368.9, 347.2, 294.0, 217.0, 159.0,  90.0
Bursa, Türkiye,                       29.06,  40.19,      100,    1.7,  9.8,  2.4, 11.4,  4.1, 14.6,  7.4, 19.2, 12.0, 24.4, 16.2, 28.9, 18.4, 31.5, 18.7, 31.7, 14.8, 27.6, 10.8, 22.2,  6.0, 16.6,  3.3, 11.5, 83.7,  90.4, 124.0, 165.0, 217.0, 264.0, 300.7, 275.9, 217.0, 145.7, 111.0,  77.5
Denizli, Türkiye,                     29.10,  37.78,      324,    2.7, 10.7,  3.6, 12.7,  6.0, 16.5,  9.7, 21.3, 14.2, 27.0, 18.6, 32.3, 21.6, 35.7, 21.5, 35.7, 17.2, 31.0, 12.5, 24.7,  7.5, 17.8,  4.4, 12.2,111.6, 130.0, 173.6, 207.0, 272.8, 321.0, 359.6, 325.5, 264.0, 207.7, 147.0, 102.3
Diyarbakır, Türkiye,                  40.21,  37.93,      675,   -2.0,  7.3, -1.1,  9.6,  2.6, 15.0,  6.6, 20.5, 10.9, 26.8, 16.8, 34.4, 21.7, 38.9, 21.2, 38.7, 15.9, 33.4, 10.4, 25.7,  3.8, 16.3, -0.5,  9.2,124.0, 135.6, 173.6, 210.0, 282.1, 348.0, 362.7, 341.0, 279.0, 220.1, 165.0, 114.7
Eskişehir, Türkiye,                   30.53,  39.77,      788,   -1.8,  4.3, -0.3,  8.0,  2.5, 13.1,  5.9, 18.1, 10.6, 22.9, 14.4, 27.0, 16.6, 30.2, 17.0, 30.6, 13.0, 26.4,  8.4, 20.0,  3.3, 13.0,  0.0,  6.6, 74.4,  93.2, 142.6, 177.0, 244.9, 288.0, 331.7, 316.2, 246.0, 179.8, 111.0,  68.2
Gaziantep, Türkiye,                   37.38,  37.07,      850,    0.4,  8.4,  0.9, 10.2,  4.2, 15.0,  8.3, 20.3, 13.0, 26.0, 18.1, 31.9, 22.1, 36.0, 22.1, 36.2, 17.5, 31.8, 11.7, 25.0,  5.4, 16.5,  1.9, 10.4,111.6, 124.3, 164.3, 192.0, 220.1, 261.0, 275.9, 269.7, 234.0, 198.4, 153.0, 105.4
İskenderun, Türkiye,                  36.18,  36.58,        4,    8.6, 15.4,  9.0, 16.1, 11.3, 18.7, 14.7, 22.3, 18.4, 25.5, 22.0, 28.5, 25.0, 30.7, 25.7, 31.5, 23.3, 30.3, 18.9, 27.1, 13.8, 21.7, 10.2, 17.1,130.2, 142.8, 189.1, 216.0, 279.0, 309.0, 294.5, 288.3, 264.0, 232.5, 168.0, 124.0
Isparta, Türkiye,                     30.55,  37.76,     1049,   -2.1,  6.6, -1.1,  8.4,  1.3, 12.3,  4.8, 17.0,  8.9, 22.3, 13.0, 27.3, 16.2, 31.2, 16.0, 31.4, 11.5, 27.2,  7.2, 21.2,  2.2, 14.4, -0.5,  8.5,114.7, 135.6, 179.8, 204.0, 251.1, 297.0, 334.8, 316.2, 273.0, 217.0, 165.0, 111.6
Istanbul, Türkiye,                    28.98,  41.01,       28,    3.0,  8.3,  3.0,  8.8,  4.2, 10.7,  7.7, 15.3, 12.1, 20.0, 16.5, 24.6, 19.4, 26.5, 20.0, 26.7, 16.7, 23.5, 13.0, 19.1,  8.9, 14.7,  5.4, 10.7, 71.3,  87.6, 133.3, 180.0, 251.1, 300.0, 322.4, 294.5, 243.0, 164.3, 102.0,  68.2
Izmir, Türkiye,                       27.14,  38.42,        2,    6.0, 12.7,  6.6, 14.0,  8.6, 17.2, 11.8, 21.3, 16.2, 26.5, 20.9, 31.3, 23.5, 33.8, 23.7, 33.6, 19.5, 29.5, 15.4, 24.6, 10.9, 18.8,  7.7, 14.0,139.5, 146.9, 204.6, 237.0, 300.7, 345.0, 381.3, 359.6, 291.0, 235.6, 174.0, 130.2
Kayseri, Türkiye,                     35.48,  38.72,     1050,   -5.4,  4.6, -4.5,  6.6, -0.1, 12.2,  3.9, 17.9,  7.6, 22.7, 11.0, 27.4, 13.5, 31.3, 13.3, 31.4,  9.0, 27.1,  4.9, 20.8, -0.5, 12.9, -3.6,  6.5, 89.9, 113.0, 145.7, 183.0, 248.0, 300.0, 356.5, 341.0, 255.0, 195.3, 141.0,  83.7
Konya, Türkiye,                       32.49,  37.87,     1016,   -3.9,  4.6, -3.3,  6.9,  0.2, 12.5,  4.4, 17.6,  9.0, 22.8, 13.6, 27.4, 17.1, 31.0, 17.2, 30.9, 12.3, 26.7,  7.0, 20.4,  0.8, 12.7, -2.2,  6.3,105.4, 138.4, 195.3, 216.0, 269.7, 309.0, 344.1, 334.8, 291.0, 235.6, 159.0, 102.3
Malatya, Türkiye,                     38.33,  38.36,      954,   -2.1,  4.5, -1.3,  6.9,  3.0, 13.0,  7.7, 19.0, 12.2, 24.6, 16.9, 30.6, 20.7, 34.9, 20.9, 34.8, 16.4, 29.8, 10.8, 22.3,  4.0, 12.9, -0.2,  6.0,111.6, 130.0, 180.0, 217.0, 275.9, 327.0, 365.8, 350.3, 303.0, 232.5, 162.0, 102.3
Mersin, Türkiye,                      34.64,  36.81,       10,    7.6, 15.2,  8.2, 16.2, 10.9, 19.0, 14.4, 22.2, 18.6, 25.8, 22.6, 29.1, 25.8, 31.9, 26.3, 32.8, 23.2, 31.1, 18.6, 27.9, 13.0, 22.1,  9.1, 16.9,148.8, 158.2, 210.8, 231.0, 263.5, 294.0, 313.1, 303.8, 273.0, 235.6, 177.0, 142.6
Osmaniye, Türkiye,                    36.25,  37.07,      125,    3.8, 14.5,  4.7, 16.0,  7.5, 19.3, 11.0, 23.3, 15.1, 27.7, 19.1, 31.3, 22.6, 33.4, 23.3, 34.3, 19.6, 32.2, 14.6, 28.4,  8.4, 21.8,  5.1, 16.1,108.5, 110.2, 151.9, 180.0, 232.5, 228.0, 238.7, 226.3, 207.0, 167.4, 114.0,  99.2
Samsun, Türkiye,                      36.34,  41.28,        4,    4.4, 11.1,  4.1, 11.3,  5.2, 12.8,  7.9, 15.3, 12.4, 19.4, 17.0, 24.4, 20.0, 27.4, 20.7, 28.2, 17.3, 24.8, 13.6, 20.8,  9.1, 16.7,  6.5, 13.1, 86.8,  96.1, 120.9, 162.0, 201.5, 249.0, 279.0, 263.5, 201.0, 148.8, 120.0,  89.9
Şanlıurfa, Türkiye,                   38.80,  37.17,      477,    3.0, 10.6,  3.6, 12.5,  7.0, 17.5, 11.3, 23.1, 16.6, 29.6, 21.9, 35.7, 25.4, 39.5, 25.0, 39.0, 20.8, 34.5, 15.8, 27.7,  8.9, 18.9,  4.8, 12.4,117.8, 135.6, 189.1, 225.0, 288.3, 345.0, 359.6, 325.5, 276.0, 220.1, 159.0, 108.5
Tokat, Türkiye,                       36.55,  40.32,      623,   -1.4,  6.5, -0.6,  8.8,  2.9, 13.8,  6.6, 19.4, 10.3, 24.1, 13.7, 27.6, 16.3, 30.2, 16.7, 30.9, 13.0, 27.4,  9.0, 21.5,  3.0, 13.6,  0.4,  8.0, 83.7, 104.5, 142.6, 186.0, 226.3, 237.0, 269.7, 282.1, 243.0, 182.9, 129.0,  77.5
Van, Türkiye,                         43.37,  38.50,     1726,   -6.0,  2.9, -5.2,  3.5, -1.2,  7.5,  3.6, 13.2,  8.0, 18.6, 12.3, 24.3, 16.0, 28.3, 16.2, 28.8, 12.0, 24.4,  6.8, 17.8,  0.9, 10.3, -3.6,  5.2,155.0, 161.0, 201.5, 231.0, 294.5, 351.0, 372.0, 347.2, 306.0, 232.5, 177.0, 127.1
Ashgabat, Turkmenistan,               58.33,  37.96,      219,     0,    9,    1,   11,    6,   17,   12,   24,   17,   30,   22,   36,   24,   38,   22,   37,   16,   32,   10,   24,    5,   17,    1,   10,   113,   119,   146,   194,   275,   336,   354,   348,   289,   217,   157,   104
Türkmenabat, Turkmenistan,            63.57,  39.00,      187,    -3,    7,   -1,   10,    4,   16,   10,   24,   16,   30,   20,   35,   21,   36,   19,   35,   13,   30,    7,   23,    2,   15,   -2,    8,   132,   153,   198,   242,   330,   385,   395,   379,   323,   268,   194,   132
Türkmenbaşy, Turkmenistan,            52.98,  40.03,       27,     0,    8,    0,    9,    3,   13,    9,   20,   14,   26,   19,   32,   22,   35,   22,   35,   17,   29,   10,   22,    5,   14,    1,    9,   137,   139,   173,   227,   303,   347,   344,   330,   294,   229,   162,   124
Abu Dhabi, United Arab Emirates,      54.38,  24.45,       27,    13,   24,   15,   26,   18,   30,   21,   35,   24,   39,   26,   41,   29,   42,   30,   43,   27,   40,   23,   37,   19,   31,   16,   26,   246,   233,   251,   281,   342,   337,   314,   308,   302,   305,   287,   258
Dubai, United Arab Emirates,          55.27,  25.20,        9,    15,   24,   16,   25,   18,   28,   21,   33,   25,   38,   28,   40,   30,   41,   31,   41,   28,   39,   24,   36,   20,   31,   17,   26,   240,   270,   240,   300,   330,   330,   330,   300,   300,   300,   300,   240
Sharjah,  United Arab Emirates,       55.42,  25.35,        7,   12.1, 24.2, 12.7, 25.2, 15.3, 28.8, 18.3, 34.0, 21.9, 38.5, 24.6, 40.8, 27.5, 42.2, 27.7, 41.7, 24.3, 39.8, 20.6, 36.0, 16.4, 30.9, 13.5, 26.2,244.9, 226.8, 257.3, 294.0, 350.3, 348.0, 331.7, 325.5, 306.0, 300.7, 276.0, 244.9
Tashkent, Uzbekistan,                 69.24,  41.30,      500,    -2,    7,    0,    9,    5,   15,   10,   22,   14,   28,   18,   33,   20,   36,   18,   35,   13,   29,    8,   22,    4,   15,    0,    9,   117,   125,   165,   217,   303,   362,   384,   366,   301,   225,   150,   106
Cần Thơ, Vietnam,                    105.75,  10.05,        2,   22.1, 30.0, 22.6, 30.9, 23.7, 32.5, 24.9, 33.4, 25.0, 32.9, 24.5, 31.6, 24.3, 31.1, 24.2, 30.7, 24.3, 30.7, 24.3, 30.5, 24.1, 30.2, 22.6, 29.3,  257,   246,   287,   262,   212,   176,   181,   175,   164,   177,   195,   228
